year,site_name,times_exceeded,percent_exceeded,latitude,longitude,river_name
2018,Sasco 9,2,0.2,41.1528,-73.30605,Sasco Brook
2018,Saugatuck 0.25,8,0.8888888888888888,41.122744,-73.369119,Saugatuck River
2018,Saugatuck 0.5,8,0.8,41.140978,-73.363115,Saugatuck River
2018,Saugatuck 0.75,3,0.3,41.147191,-73.36469,Saugatuck River
2018,Saugatuck 1,5,0.5,41.16748,-73.36647,Saugatuck River
2018,Saugatuck 2,3,0.3,41.17553,-73.36193,Saugatuck River
2018,Stony 1,1,1,41.132228,-73.36838,Stony Brook
2018,Stony 2,1,1,41.136532,-73.369931,Stony Brook
2018,Stony 3,1,1,41.143217,-73.380624,Stony Brook
2018,Stony 5,1,1,41.150327,-73.387394,Stony Brook
2018,West Saug 1,3,0.3,41.17809,-73.37404,Saugatuck River
2019,Hunt Club 1,1,1,41.14587,-73.30357,Sasco Brook
2019,Hunt Club 2,4,1,41.14786,-73.30736,Sasco Brook
2019,Indian 1,2,1,41.11643,-73.37585,Indian River
2019,Indian 2,1,1,41.11837,-73.37903,Indian River
2019,Indian 3,1,1,41.12117,-73.37998,Indian River
2019,Lamplight 1,1,1,41.11826,-73.34596,Pussy Willow Brook
2019,Muddy 1,10,1,41.12735,-73.329580000000007,Muddy Brook
2019,Muddy 2,11,1,41.13293,-73.32859,Muddy Brook
2019,Muddy 3,10,1,41.13857,-73.32546,Muddy Brook
2019,Muddy 4,8,0.7272727272727273,41.14107,-73.32172,Muddy Brook
2019,Muddy 5,9,0.8181818181818182,41.14686,-73.31809,Muddy Brook
2019,Muddy 6,9,0.8181818181818182,41.16444,-73.32521,Muddy Brook
2019,New 1,1,1,41.118839,-73.316926,Greens Farms Brook
2019,New 3,1,1,41.130641,-73.31282,Greens Farms Brook
2019,New 4,1,1,41.13149,-73.313413,Greens Farms Brook
2019,Pussy Willow 1.5,1,1,NA,NA,Pussy Willow Brook
2019,Pussy Willow 2,10,1,41.126496,-73.351695,Pussy Willow Brook
2019,Pussy Willow 2.5,9,0.8181818181818182,41.128216,-73.35032,Pussy Willow Brook
2019,Pussy Willow 3,5,0.7142857142857143,41.129896,-73.34824,Pussy Willow Brook
2019,Pussy Willow 4,11,1,41.136663,-73.34445,Pussy Willow Brook
2019,Pussy Willow 5,10,0.9090909090909091,41.140038,-73.34506,Pussy Willow Brook
2019,Sasco 1,7,0.7,41.12478,-73.29888,Sasco Brook
2019,Sasco 2,10,1,41.13293,-73.29675,Sasco Brook
2019,Sasco 3,9,0.9,41.13702,-73.29708,Sasco Brook
2019,Sasco 6,7,0.7777777777777778,41.14556,-73.30111,Sasco Brook
2019,Sasco 7,7,0.7777777777777778,41.14573,-73.30314,Sasco Brook
2019,Sasco 8,1,1,41.14579,-73.30318,Sasco Brook
2019,Sasco 9,8,0.8,41.1528,-73.30605,Sasco Brook
2019,Saugatuck 0.25,6,0.6,41.122744,-73.369119,Saugatuck River
2019,Saugatuck 0.5,8,0.8,41.140978,-73.363115,Saugatuck River
2019,Saugatuck 0.75,7,0.7,41.147191,-73.36469,Saugatuck River
2019,Saugatuck 1,5,0.5,41.16748,-73.36647,Saugatuck River
2019,Saugatuck 2,4,0.4,41.17553,-73.36193,Saugatuck River
2019,Stony 1,5,0.625,41.132228,-73.36838,Stony Brook
2019,Stony 1.5/drain,1,1,NA,NA,Stony Brook
2019,Stony 2,5,0.5555555555555556,41.136532,-73.369931,Stony Brook
2019,Stony 3,6,0.75,41.143217,-73.380624,Stony Brook
2019,Stony 4,6,0.8571428571428571,41.148829,-73.384235,Stony Brook
2019,Stony 5,6,0.8571428571428571,41.150327,-73.387394,Stony Brook
2019,West Saug 1,6,0.6,41.17809,-73.37404,Saugatuck River
2020,Deadman 0.5,1,1,41.13874,-73.3607,Deadman Brook
2020,Deadman 1,9,0.9,41.13975,-73.358428,Deadman Brook
2020,Deadman 2,5,0.8333333333333334,41.141994,-73.358341,Deadman Brook
2020,Deadman 3,7,0.7777777777777778,41.146818,-73.354342,Deadman Brook
2020,Deadman 3.5,7,0.7,41.151413,-73.347821,Deadman Brook
2020,Deadman 4,5,0.5,41.154866,-73.3413,Deadman Brook
2020,Deadman 5,6,0.6,41.158688,-73.334975,Deadman Brook
2020,Deadman 7,6,0.6,41.165024,-73.334193,Deadman Brook
2020,Deadman 7.1,4,1,41.16631,-73.3332,Deadman Brook
2020,Deadman 7.3,3,0.75,41.170026,-73.331306,Deadman Brook
2020,Deadman 8,4,0.4444444444444444,41.172671,-73.33152,Deadman Brook
2020,Deadman 9,1,0.1,41.178255,-73.33006,Deadman Brook
2020,Hunt Club 1,3,1,41.14587,-73.30357,Sasco Brook
2020,Hunt Club 2,3,1,41.14786,-73.30736,Sasco Brook
2020,Saugatuck 0.25,5,0.5,41.122744,-73.369119,Saugatuck River
2020,Saugatuck 0.5,8,0.8,41.140978,-73.363115,Saugatuck River
2020,Saugatuck 0.75,8,0.8,41.147191,-73.36469,Saugatuck River
2020,Saugatuck 1,3,0.3,41.16748,-73.36647,Saugatuck River
2020,Saugatuck 2,1,0.1,41.17553,-73.36193,Saugatuck River
2020,Stony 1,10,1,41.132228,-73.36838,Stony Brook
2020,Stony 1.5,10,1,41.13313,-73.3687,Stony Brook
2020,Stony 2,4,0.4,41.136532,-73.369931,Stony Brook
2020,Stony 3,8,0.8,41.143217,-73.380624,Stony Brook
2020,Stony 4,9,0.9,41.148829,-73.384235,Stony Brook
2020,Stony 5,6,0.6,41.150327,-73.387394,Stony Brook
2020,West Saug 1,7,0.7,41.17809,-73.37404,Saugatuck River
2021,Deadman 0.5,2,1,41.13874,-73.3607,Deadman Brook
2021,Deadman 1,12,1,41.13975,-73.358428,Deadman Brook
2021,Deadman 1.6,1,1,NA,NA,Deadman Brook
2021,Deadman 2,11,1,41.141994,-73.358341,Deadman Brook
2021,Deadman 2310,0,NA,NA,NA,Deadman Brook
2021,Deadman 2311,0,NA,NA,NA,Deadman Brook
2021,Deadman 3,9,0.9,41.146818,-73.354342,Deadman Brook
2021,Deadman 3.5,6,0.6666666666666666,41.151413,-73.347821,Deadman Brook
2021,Deadman 4,7,0.7,41.154866,-73.3413,Deadman Brook
2021,Deadman 5,9,0.9,41.158688,-73.334975,Deadman Brook
2021,Deadman 7,10,1,41.165024,-73.334193,Deadman Brook
2021,Deadman 8,6,0.6,41.172671,-73.33152,Deadman Brook
2021,Deadman 9,2,0.2,41.178255,-73.33006,Deadman Brook
2021,Hunt Club 1,8,0.8,41.14587,-73.30357,Sasco Brook
2021,Hunt Club 2,10,1,41.14786,-73.30736,Sasco Brook
2021,Outfall at Deadman 1,0,NA,NA,NA,Deadman Brook
2021,Outfall upstream at Deadman 1,0,NA,NA,NA,Deadman Brook
2021,Sasco 1,9,0.9,41.12478,-73.29888,Sasco Brook
2021,Sasco 2,9,0.9,41.13293,-73.29675,Sasco Brook
2021,Sasco 3,15,0.9375,41.13702,-73.29708,Sasco Brook
2021,Sasco 4,17,0.85,41.13813,-73.29793,Sasco Brook
2021,Sasco 6,6,0.6,41.14556,-73.30111,Sasco Brook
2021,Sasco 7,7,0.7,41.14573,-73.30314,Sasco Brook
2021,Sasco 9,9,0.9,41.1528,-73.30605,Sasco Brook
2021,Saugatuck 0.25,7,0.7,41.122744,-73.369119,Saugatuck River
2021,Saugatuck 0.5,6,0.6,41.140978,-73.363115,Saugatuck River
2021,Saugatuck 0.75,6,0.6,41.147191,-73.36469,Saugatuck River
2021,Saugatuck 1,0,0,41.16748,-73.36647,Saugatuck River
2021,Saugatuck 2,4,0.4,41.17553,-73.36193,Saugatuck River
2021,Stony 1,1,1,41.132228,-73.36838,Stony Brook
2021,Stony 1.5,1,1,41.13313,-73.3687,Stony Brook
2021,Stony 2,0,0,41.136532,-73.369931,Stony Brook
2021,Stony 2.5,0,0,41.136888,-73.370948,Stony Brook
2021,West Saug 1,0,NA,41.17809,-73.37404,Saugatuck River
2021,West Saug 1.5,3,0.3333333333333333,41.178204,-73.380031,Saugatuck River
2022,Deadman 1,10,1,41.13975,-73.358428,Deadman Brook
2022,Deadman 2,8,1,41.141994,-73.358341,Deadman Brook
2022,Deadman 3,7,0.7777777777777778,41.146818,-73.354342,Deadman Brook
2022,Deadman 3.5,8,0.8,41.151413,-73.347821,Deadman Brook
2022,Deadman 4,6,0.6,41.154866,-73.3413,Deadman Brook
2022,Deadman 5,8,0.8,41.158688,-73.334975,Deadman Brook
2022,Deadman 7,6,0.6666666666666666,41.165024,-73.334193,Deadman Brook
2022,Deadman 8,6,0.6666666666666666,41.172671,-73.33152,Deadman Brook
2022,Deadman 9,2,0.2222222222222222,41.178255,-73.33006,Deadman Brook
2022,Hunt Club 1,10,1,41.14587,-73.30357,Sasco Brook
2022,Hunt Club 2,9,0.9,41.14786,-73.30736,Sasco Brook
2022,Indian 1,11,0.9166666666666666,41.11643,-73.37585,Indian River
2022,Indian 1.5,11,1,41.116346,-73.378662,Indian River
2022,Indian 1.75,4,1,41.117317,-73.379279,Indian River
2022,Indian 2,11,1,41.11837,-73.37903,Indian River
2022,Indian 3,11,1,41.12117,-73.37998,Indian River
2022,Indian 3.1,3,0.75,41.122459,-73.380479,Indian River
2022,Muddy 1,8,0.8,41.12735,-73.329580000000007,Muddy Brook
2022,Muddy 2,7,0.7,41.13293,-73.32859,Muddy Brook
2022,Muddy 3,9,0.9,41.13857,-73.32546,Muddy Brook
2022,Muddy 4,9,0.9,41.14107,-73.32172,Muddy Brook
2022,Muddy 5,6,0.6,41.14686,-73.31809,Muddy Brook
2022,Muddy 6,7,0.7,41.16444,-73.32521,Muddy Brook
2022,Sasco 1,4,0.4,41.12478,-73.29888,Sasco Brook
2022,Sasco 2,10,1,41.13293,-73.29675,Sasco Brook
2022,Sasco 3,17,0.85,41.13702,-73.29708,Sasco Brook
2022,Sasco 4,18,0.9,41.13813,-73.29793,Sasco Brook
2022,Sasco 6,7,0.7,41.14556,-73.30111,Sasco Brook
2022,Sasco 7,5,0.5,41.14573,-73.30314,Sasco Brook
2022,Sasco 9,9,0.9,41.1528,-73.30605,Sasco Brook
2022,Saugatuck 0.25,6,0.6,41.122744,-73.369119,Saugatuck River
2022,Saugatuck 0.5,8,0.8,41.140978,-73.363115,Saugatuck River
2022,Saugatuck 0.75,8,0.8,41.147191,-73.36469,Saugatuck River
2022,Saugatuck 1,5,0.5,41.16748,-73.36647,Saugatuck River
2022,Stony 1,21,0.9130434782608695,41.132228,-73.36838,Stony Brook
2022,Stony 1.5,2,0.5,41.13313,-73.3687,Stony Brook
2022,Stony 1.5 Downstream,2,0.5,41.133107,-73.368682,Stony Brook
2022,Stony 1.6,1,0.5,NA,NA,Stony Brook
2022,Stony 1.7,0,0,NA,NA,Stony Brook
2022,Stony 2,3,0.25,41.136532,-73.369931,Stony Brook
2022,Stony 3,6,0.6,41.143217,-73.380624,Stony Brook
2022,Stony 4,7,0.7,41.148829,-73.384235,Stony Brook
2022,Stony 5,7,0.7,41.150327,-73.387394,Stony Brook
2023,Deadman 1,9,1,41.13975,-73.358428,Deadman Brook
2023,Deadman 2,9,1,41.141994,-73.358341,Deadman Brook
2023,Deadman 3,8,0.8888888888888888,41.146818,-73.354342,Deadman Brook
2023,Deadman 3.5,8,0.8888888888888888,41.151413,-73.347821,Deadman Brook
2023,Deadman 4,9,1,41.154866,-73.3413,Deadman Brook
2023,Deadman 5,9,1,41.158688,-73.334975,Deadman Brook
2023,Deadman 7,9,1,41.165024,-73.334193,Deadman Brook
2023,Deadman 8,8,1,41.172671,-73.33152,Deadman Brook
2023,Deadman 9,5,0.5555555555555556,41.178255,-73.33006,Deadman Brook
2023,Hunt Club 1,8,0.8,41.14587,-73.30357,Sasco Brook
2023,Hunt Club 2,8,0.8,41.14786,-73.30736,Sasco Brook
2023,Indian 1,15,1,41.11643,-73.37585,Indian River
2023,Indian 1.5,8,1,41.116346,-73.378662,Indian River
2023,Indian 2,9,1,41.11837,-73.37903,Indian River
2023,Indian 3,9,1,41.12117,-73.37998,Indian River
2023,New 0.5,3,0.3,41.11657,-73.3187,Greens Farms Brook
2023,New 1,7,0.7,41.118839,-73.316926,Greens Farms Brook
2023,New 1.5,10,1,41.120757,-73.31513,Greens Farms Brook
2023,New 2,15,0.8333333333333334,41.123344,-73.313794,Greens Farms Brook
2023,New 3,8,0.8,41.130641,-73.31282,Greens Farms Brook
2023,Sasco 1,7,0.7,41.12478,-73.29888,Sasco Brook
2023,Sasco 2,8,0.8,41.13293,-73.29675,Sasco Brook
2023,Sasco 3,17,0.85,41.13702,-73.29708,Sasco Brook
2023,Sasco 4,15,0.75,41.13813,-73.29793,Sasco Brook
2023,Sasco 6,7,0.7,41.14556,-73.30111,Sasco Brook
2023,Sasco 7,7,0.7,41.14573,-73.30314,Sasco Brook
2023,Sasco 9,7,0.7,41.1528,-73.30605,Sasco Brook
2023,Stony 1,18,0.9,41.132228,-73.36838,Stony Brook
2023,Stony 2,5,0.5,41.136532,-73.369931,Stony Brook
2023,Stony 3,8,0.8,41.143217,-73.380624,Stony Brook
2023,Stony 4,9,0.9,41.148829,-73.384235,Stony Brook
2023,Stony 5,7,0.7,41.150327,-73.387394,Stony Brook
